airbnb_property_id,rating,property_type,bathrooms,title,bedrooms,accommodates,average_daily_rate,img_cover,reviews,longitude,latitude,days_available,room_type,url,active_listing,city,listing_date,description
43062447.0,10.0,House,1.0,"Small Cozy bedroom near Downtown, Deep Ellum,",1,2.0,44.0,https://a0.muscache.com/im/pictures/ecf078af-2889-491a-aee6-d5d823fa3496.jpg?aki_policy=x_large,4.0,-96.75782,32.793890000000005,153.0,Private room,https://www.airbnb.com/rooms/43062447,1.0,Dallas,,
7956174.0,9.6,Condominium,1.5,Cozy Room with Private Bathroom_long term rental,1,2.0,48.0,https://a0.muscache.com/im/pictures/2394fa5d-7deb-431c-8a98-5fb14358067a.jpg?aki_policy=x_large,16.0,-96.80331,32.81641,190.0,Private room,https://www.airbnb.com/rooms/7956174,1.0,Dallas,,
19237657.0,10.0,Apartment,1.0,F.A.D Furnished Apartments Dallas ⭐️⭐️⭐️⭐️⭐️,1,4.0,120.0,https://a0.muscache.com/im/pictures/470ca351-0fad-40e7-a969-90828d91cbae.jpg?aki_policy=x_large,1.0,-96.79,32.789,31.0,Entire home/apt,https://www.airbnb.com/rooms/19237657,1.0,Dallas,,
29939031.0,9.7,House,2.0,Small Room Near Bishop Arts & Downtown | Room #4,1,1.0,31.0,https://a0.muscache.com/im/pictures/8f67afea-eb1b-4168-bd14-e22bed8a43dc.jpg?aki_policy=x_large,39.0,-96.82429,32.75657,233.0,Private room,https://www.airbnb.com/rooms/29939031,1.0,Dallas,,
44707149.0,9.7,Condominium,1.0,Luxury Pool Side Condo Unit in Uptown,1,3.0,113.0,https://a0.muscache.com/im/pictures/c3e6b737-f746-4430-acb1-1fa44f38d847.jpg?aki_policy=x_large,7.0,-96.80027,32.8024,91.0,Entire home/apt,https://www.airbnb.com/rooms/44707149,1.0,Dallas,,
32290623.0,10.0,House,1.0,Welcome Y’all!! Central Dallas location.,1,2.0,41.0,https://a0.muscache.com/im/pictures/b41f6c50-99c6-499c-9523-1860a6f3239f.jpg?aki_policy=x_large,31.0,-96.86955,32.90234,186.0,Private room,https://www.airbnb.com/rooms/32290623,1.0,Dallas,,
35865418.0,9.3,Apartment,1.0,KC Compound - 15 mins from most things in Dallas!,1,3.0,81.0,https://a0.muscache.com/im/pictures/b2722b71-d06e-46b2-996d-ca595566ab71.jpg?aki_policy=x_large,58.0,-96.78697,32.79217,340.0,Entire home/apt,https://www.airbnb.com/rooms/35865418,1.0,Dallas,,
45053311.0,8.0,Room in boutique hotel,1.0,Boutique Bluelofts Hotel in Bishop Arts Dallas!,1,3.0,167.0,https://a0.muscache.com/im/pictures/960e8df5-c1e3-4aad-a776-48d342849988.jpg?aki_policy=x_large,1.0,-96.82392,32.75397,31.0,Private room,https://www.airbnb.com/rooms/45053311,1.0,Dallas,,
24757329.0,9.8,Apartment,2.0,2-Story Luxury Downtown Dallas Penthouse,2,6.0,212.0,https://a0.muscache.com/im/pictures/2510d030-8099-4e07-b244-87a1eac8ec2c.jpg?aki_policy=x_large,112.0,-96.79952,32.7791,355.0,Entire home/apt,https://www.airbnb.com/rooms/24757329,1.0,Dallas,,
21808692.0,,Apartment,1.0,⭐️⭐️AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,1,3.0,117.0,https://a0.muscache.com/im/pictures/86f7a7ee-0d88-47c0-81f3-90014b3bd6e2.jpg?aki_policy=x_large,0.0,-96.796,32.809,199.0,Entire home/apt,https://www.airbnb.com/rooms/21808692,1.0,Dallas,,
19490194.0,9.8,House,1.0,Lg Bright Priv Rm - Deep Ellum; DosEquis; ConvCtr,1,3.0,51.0,https://a0.muscache.com/im/pictures/7bb39e01-ff60-44a0-9caf-520b4abd7b16.jpg?aki_policy=x_large,208.0,-96.773,32.767,216.0,Private room,https://www.airbnb.com/rooms/19490194,1.0,Dallas,,
40123330.0,7.6,Apartment,1.5,Brand New Luxurious Condo / Long Term Stay,1,4.0,90.0,https://a0.muscache.com/im/pictures/39707f76-a7ea-41d6-aefc-7b942cc6561f.jpg?aki_policy=x_large,5.0,-96.81324,32.79838,276.0,Entire home/apt,https://www.airbnb.com/rooms/40123330,1.0,Dallas,,
44139009.0,10.0,Cottage,1.0,CENTRAL! Huge KING PRIVATE ENTRY~ChArM+VaLuE~CLEAN,1,3.0,48.0,https://a0.muscache.com/im/pictures/666dd0b0-3de9-47f7-9de4-f55be6d48e87.jpg?aki_policy=x_large,16.0,-96.86254,32.7339,115.0,Private room,https://www.airbnb.com/rooms/44139009,1.0,Dallas,,
42747188.0,9.4,Apartment,1.0,STYLISH MODERN APARTMENT IN DOWNTOWN Dallas,1,2.0,64.0,https://a0.muscache.com/im/pictures/943ee690-e7fd-4a62-9879-8c85e4006de1.jpg?aki_policy=x_large,19.0,-96.8281,32.77701,171.0,Entire home/apt,https://www.airbnb.com/rooms/42747188,1.0,Dallas,,
38715289.0,9.4,Apartment,1.0,Downtown Dallas 2BR Loft+Pool+Views+Parking+Gym❤️️,2,8.0,145.0,https://a0.muscache.com/im/pictures/786feb36-f1c2-43d7-815f-445fcd6dceab.jpg?aki_policy=x_large,70.0,-96.79621,32.77814,364.0,Entire home/apt,https://www.airbnb.com/rooms/38715289,1.0,Dallas,,
44433731.0,10.0,Condominium,1.0,Local Escape - Knox/Uptown ✿ Walk to Restaurants,1,3.0,66.0,https://a0.muscache.com/im/pictures/8d3cc4e3-3b94-4c01-b277-5019fd7140f5.jpg?aki_policy=x_large,2.0,-96.78491,32.821259999999995,37.0,Entire home/apt,https://www.airbnb.com/rooms/44433731,1.0,Dallas,,
45686054.0,,Condominium,1.0,Zen Condo in the Heart of Oaklawn/Turtle Creek,1,2.0,98.0,https://a0.muscache.com/im/pictures/af8ef59b-a61a-4b1e-899e-e1618882304c.jpg?aki_policy=x_large,0.0,-96.81098,32.80468,31.0,Entire home/apt,https://www.airbnb.com/rooms/45686054,1.0,Dallas,,
34205159.0,,Apartment,1.0,"⭐️⭐️⭐️ Galleria, Addison, Far North Dallas ⭐️⭐️⭐️",1,4.0,136.0,https://a0.muscache.com/im/pictures/a81aca93-cddc-4934-8cb1-c94b0e81b1a5.jpg?aki_policy=x_large,0.0,-96.82229,32.92901,56.0,Entire home/apt,https://www.airbnb.com/rooms/34205159,1.0,Dallas,,
45159982.0,,Serviced apartment,1.0,Well-kept apartment home | 1BR in Dallas,1,3.0,35.0,https://a0.muscache.com/im/pictures/9c33c80a-e50f-42ff-b273-d126e2f403f3.jpg?aki_policy=x_large,0.0,-96.828,33.008,31.0,Entire home/apt,https://www.airbnb.com/rooms/45159982,1.0,Dallas,,
32340137.0,8.6,Apartment,1.0,Trendy Stay -In the heart of Knox-Henderson!,1,2.0,83.0,https://a0.muscache.com/im/pictures/cc59656d-6f9d-4c38-a38f-62b6208a848a.jpg?aki_policy=x_large,33.0,-96.78585,32.827040000000004,219.0,Entire home/apt,https://www.airbnb.com/rooms/32340137,1.0,Dallas,,
25946345.0,9.8,House,2.0,Dallas R&R House // Dorm Bed 4,1,1.0,14.0,https://a0.muscache.com/im/pictures/dcc83470-9e46-4b07-9486-042f2766be60.jpg?aki_policy=x_large,36.0,-96.85694,32.754020000000004,316.0,Shared room,https://www.airbnb.com/rooms/25946345,1.0,Dallas,,
40787583.0,10.0,Condominium,1.0,Professionally decorated 2BR apt in Great Location,2,4.0,112.0,https://a0.muscache.com/im/pictures/fab913f6-7455-4bab-baf5-0890366526d9.jpg?aki_policy=x_large,3.0,-96.77413,32.89015,19.0,Entire home/apt,https://www.airbnb.com/rooms/40787583,1.0,Dallas,,
40387895.0,,Apartment,1.0,DEEPLY DISCOUNTED BOOK TODAY - Airbnb Deep Ellum,1,3.0,117.0,https://a0.muscache.com/im/pictures/2ff32405-aea3-4d5b-b57f-569f4c426881.jpg?aki_policy=x_large,0.0,-96.79047,32.79181,226.0,Entire home/apt,https://www.airbnb.com/rooms/40387895,1.0,Dallas,,
45225575.0,,Apartment,1.0,The KEY to Harwood District | Family living + pets,1,5.0,113.0,https://a0.muscache.com/im/pictures/d9e1f867-388b-4f53-87cd-c963c6b8b63d.jpg?aki_policy=x_large,0.0,-96.81347,32.7985,61.0,Entire home/apt,https://www.airbnb.com/rooms/45225575,1.0,Dallas,,
15342569.0,9.1,House,2.0,DALLAS: Private 2B/2B Home Near Bishop Arts,2,8.0,155.0,https://a0.muscache.com/im/pictures/d4327f4c-b0d7-44bf-9daf-f57bc1837335.jpg?aki_policy=x_large,170.0,-96.864,32.753,310.0,Entire home/apt,https://www.airbnb.com/rooms/15342569,1.0,Dallas,,
33086685.0,,Apartment,2.0,⭐️ 2 & 2 MEDICAL DISTRICT / Market Center / DART⭐️,2,6.0,193.0,https://a0.muscache.com/im/pictures/53d392e5-1f18-4ac8-9aeb-d831ad893817.jpg?aki_policy=x_large,0.0,-96.83042,32.812,102.0,Entire home/apt,https://www.airbnb.com/rooms/33086685,1.0,Dallas,,
28213955.0,,Apartment,1.0,BOOK TODAY Amazing Price,1,4.0,113.0,https://a0.muscache.com/im/pictures/7cec7917-663a-4247-bc43-7bf218975c84.jpg?aki_policy=x_large,0.0,-96.79063,32.81227,111.0,Entire home/apt,https://www.airbnb.com/rooms/28213955,1.0,Dallas,,
41747623.0,8.6,House,2.0,Lovely dog-friendly home w/ enclosed yard & carport - great location!,4,8.0,338.0,https://a0.muscache.com/im/pictures/5e83db97-210f-4bd0-bc55-bce573c6cb43.jpg?aki_policy=x_large,9.0,-96.82964,32.84675,274.0,Entire home/apt,https://www.airbnb.com/rooms/41747623,1.0,Dallas,,
23304817.0,9.0,Apartment,1.0,Social Distance in Entire Mid-Century Modern!,1,2.0,71.0,https://a0.muscache.com/im/pictures/ef7fa730-bd77-4571-9516-340142cf8915.jpg?aki_policy=x_large,2.0,-96.80161,32.865359999999995,75.0,Entire home/apt,https://www.airbnb.com/rooms/23304817,1.0,Dallas,,
16718619.0,10.0,House,1.0,Dallas White Rock Lake home in quiet neighborhood,1,1.0,32.0,https://a0.muscache.com/im/pictures/f2ea6dec-ade3-424a-9a40-1d28f6635968.jpg?aki_policy=x_large,5.0,-96.70463,32.85334,223.0,Private room,https://www.airbnb.com/rooms/16718619,1.0,Dallas,,
38652812.0,,Apartment,1.0,KING BED | WIFI | Long Term Rental in North Dallas,1,4.0,140.0,https://a0.muscache.com/im/pictures/33d4489d-b236-4176-ab40-218a24d177fe.jpg?aki_policy=x_large,0.0,-96.75426,32.87939,59.0,Entire home/apt,https://www.airbnb.com/rooms/38652812,1.0,Dallas,,
27334728.0,10.0,Condominium,2.0,Highland Park Sanctuary - Prime Location,2,6.0,398.0,https://a0.muscache.com/im/pictures/c623e140-e61e-40ff-9c11-78f3133f0a58.jpg?aki_policy=x_large,14.0,-96.80559,32.818670000000004,68.0,Entire home/apt,https://www.airbnb.com/rooms/27334728,1.0,Dallas,,
39128024.0,10.0,House,2.5,Luxe Modern Home,3,7.0,825.0,https://a0.muscache.com/im/pictures/e41f43d1-c448-4239-b6d9-20267836899c.jpg?aki_policy=x_large,1.0,-96.78637,32.81019000000001,10.0,Entire home/apt,https://www.airbnb.com/rooms/39128024,1.0,Dallas,,
21205834.0,9.1,House,2.5,Private Home for Groups,4,14.0,275.0,https://a0.muscache.com/im/pictures/9396674d-469c-4af0-ae1d-5a606dac7cc0.jpg?aki_policy=x_large,112.0,-96.87043,32.72513,366.0,Entire home/apt,https://www.airbnb.com/rooms/21205834,1.0,Dallas,,
4725037.0,9.9,House,2.0,Single family 3 bed 2 baths,3,3.0,104.0,https://a0.muscache.com/im/pictures/59548730/297d011a_original.jpg?aki_policy=x_large,16.0,-96.87108,32.9951,166.0,Entire home/apt,https://www.airbnb.com/rooms/4725037,1.0,Dallas,,
42870095.0,,Apartment,1.0,Landing | Deluxe Living in the Heart of Downtown,1,2.0,161.0,https://a0.muscache.com/im/pictures/73980a99-2fb6-41f6-9293-92426e70e524.jpg?aki_policy=x_large,0.0,-96.79936,32.78172,19.0,Entire home/apt,https://www.airbnb.com/rooms/42870095,1.0,Dallas,,
42709525.0,6.0,Apartment,2.0,The Best Airbnb in North Dallas | Far North Dallas,3,7.0,217.0,https://a0.muscache.com/im/pictures/miso/Hosting-42709525/original/2e51dc81-0e65-4d17-a557-60b78adc5c18.jpeg?aki_policy=x_large,2.0,-96.83077,32.93088,80.0,Entire home/apt,https://www.airbnb.com/rooms/42709525,1.0,Dallas,,
45430935.0,9.5,Apartment,1.0,Downtown Dallas 2BR Cozy Loft+Pool+Views+Parking,2,8.0,188.0,https://a0.muscache.com/im/pictures/miso/Hosting-45430935/original/44bbc9d3-1e34-4930-bdd7-8d30c1b60d8d.jpeg?aki_policy=x_large,4.0,-96.7955,32.7785,31.0,Entire home/apt,https://www.airbnb.com/rooms/45430935,1.0,Dallas,,
1002789453.0,10.0,apartment,1.0,"Centrally located in Oak Lawn/Uptown/Highland Park - ""Bowser Avenue Beauty""",1,4.0,98.0,https://media.vrbo.com/lodging/34000000/33580000/33570900/33570881/d6aae762.c10.jpg,6.0,-96.8083828,32.81475218,219.0,Entire home/apt,https://www.airbnb.com/rooms/1002789453,1.0,Dallas,,
43275751.0,8.0,Apartment,1.0,Cozy apartment For you to relax,2,2.0,56.0,https://a0.muscache.com/im/pictures/c53dc643-d50c-482e-99d9-70a669d0b249.jpg?aki_policy=x_large,4.0,-96.68408,32.78389,160.0,Entire home/apt,https://www.airbnb.com/rooms/43275751,1.0,Dallas,,
33721020.0,9.9,House,1.0,Scandinavian Inspired Farmhouse Style Bungalow,2,5.0,113.0,"https://a0.muscache.com/4ea/air/v2/pictures/dfc58dbd-af3c-408d-9fa1-833487e8b04d.jpg?t=r:w2500-h1500-sfit,e:fjpg-c90",62.0,-96.862,33.004,204.0,Entire home/apt,https://www.airbnb.com/rooms/33721020,1.0,Dallas,,
27654953.0,9.9,Apartment,1.0,★Staycation★Free Parking+W/D+Kitchen+2 TV''s+WiFi,1,4.0,82.0,https://a0.muscache.com/im/pictures/893f94c8-e117-49f1-91f4-3168ddbcb055.jpg?aki_policy=x_large,182.0,-96.765,32.802,315.0,Entire home/apt,https://www.airbnb.com/rooms/27654953,1.0,Dallas,,
31573488.0,0.0,Bungalow,2.0,Bishop Arts District at Hampton Rail Station.,2,5.0,321.0,https://a0.muscache.com/im/pictures/e1b2281f-4582-4922-ba36-b8561f1bdf3f.jpg?aki_policy=x_large,0.0,-96.85325,32.72631,282.0,Entire home/apt,https://www.airbnb.com/rooms/31573488,1.0,Dallas,,
40866845.0,10.0,Condominium,1.0,Cute Clean Condo near White Rock Lake,1,3.0,50.0,https://a0.muscache.com/im/pictures/b755a6ad-9fc7-4641-afbf-f395ba5a0e60.jpg?aki_policy=x_large,2.0,-96.73401,32.8152,72.0,Entire home/apt,https://www.airbnb.com/rooms/40866845,1.0,Dallas,,
32311401.0,9.5,House,1.0,Cozy Elegance★Bishop Arts★Near Everything!!,2,11.0,199.0,https://a0.muscache.com/im/pictures/miso/Hosting-32311401/original/31d92664-1fa5-4472-b605-8bad585e82e3.jpeg?aki_policy=x_large,78.0,-96.83985,32.7471,351.0,Entire home/apt,https://www.airbnb.com/rooms/32311401,1.0,Dallas,,
12915291.0,9.7,Condominium,2.0,PERFECT LOCATION-private 2BR condo in North Dallas,2,4.0,127.0,https://a0.muscache.com/im/pictures/65a6627c-378a-43cd-8fd9-cb9dd973edef.jpg?aki_policy=x_large,99.0,-96.8108,32.94539,179.0,Entire home/apt,https://www.airbnb.com/rooms/12915291,1.0,Dallas,,
15753501.0,9.3,Apartment,1.0,"Uptown - Lovely1 bd #5, WiFi, Parking, Shopping",1,3.0,102.0,https://a0.muscache.com/im/pictures/1707e13f-1433-4f78-8b46-7ec44693d0e6.jpg?aki_policy=x_large,9.0,-96.79065,32.81824,60.0,Entire home/apt,https://www.airbnb.com/rooms/15753501,1.0,Dallas,,
32614953.0,9.9,Townhouse,3.5,Brownstone in the Heart of Dallas,3,10.0,260.0,https://a0.muscache.com/im/pictures/a203b08b-a60e-4856-9f8d-c3514bc8784b.jpg?aki_policy=x_large,87.0,-96.78539,32.8021,238.0,Entire home/apt,https://www.airbnb.com/rooms/32614953,1.0,Dallas,,
34021791.0,9.6,Apartment,1.0,The Deep Ellum/Lower Greenville LightShow,1,3.0,100.0,https://a0.muscache.com/im/pictures/464b8fae-ee3a-4ba3-a7f2-b6c759216e07.jpg?aki_policy=x_large,215.0,-96.7739,32.80557,346.0,Entire home/apt,https://www.airbnb.com/rooms/34021791,1.0,Dallas,,
43855588.0,,Apartment,3.0,Unique & Spacious 3 Bedroom 3 Bath Flat - Oaklawn!,3,6.0,211.0,https://a0.muscache.com/im/pictures/94c1ce75-d795-42b7-ba0e-a2bd4dddd28f.jpg?aki_policy=x_large,0.0,-96.80745,32.81556,30.0,Entire home/apt,https://www.airbnb.com/rooms/43855588,1.0,Dallas,,
45410300.0,9.5,Apartment,1.0,Discrete & Modern Gem Sleeps 6 (Near Downtown) 🧡,1,6.0,108.0,https://a0.muscache.com/im/pictures/miso/Hosting-45410300/original/e265c58b-ee5d-4e5a-b1ce-687acbb880ed.jpeg?aki_policy=x_large,4.0,-96.77738,32.80336,61.0,Entire home/apt,https://www.airbnb.com/rooms/45410300,1.0,Dallas,,
46025371.0,,Serviced apartment,2.0,A place to call home | 2BR in Dallas,2,5.0,90.0,https://a0.muscache.com/im/pictures/2e044269-1675-4fbf-80e2-47f0c589b0b4.jpg?aki_policy=x_large,0.0,-96.79,32.789,31.0,Entire home/apt,https://www.airbnb.com/rooms/46025371,1.0,Dallas,,
25378660.0,9.1,Apartment,1.0,New Deluxe Deep Ellum/Central Dallas Condo,1,3.0,87.0,https://a0.muscache.com/im/pictures/df5528fc-b38c-4b36-a090-de73eee3d6ce.jpg?aki_policy=x_large,46.0,-96.79134,32.79046,109.0,Entire home/apt,https://www.airbnb.com/rooms/25378660,1.0,Dallas,,
17424425.0,9.7,House,1.0,The Bishop Arts Garden,1,2.0,44.0,https://a0.muscache.com/im/pictures/84ea759f-29a8-4df3-90b0-7f2c49c48df4.jpg?aki_policy=x_large,235.0,-96.8317,32.74589,259.0,Private room,https://www.airbnb.com/rooms/17424425,1.0,Dallas,,
40891011.0,7.3,Apartment,1.0,Walkable Bishop Arts District Studio Apartment!,0,2.0,48.0,https://a0.muscache.com/im/pictures/611ae124-7f4f-417a-a3cf-40cc079b4ae0.jpg?aki_policy=x_large,17.0,-96.82836,32.7512,250.0,Entire home/apt,https://www.airbnb.com/rooms/40891011,1.0,Dallas,,
42957561.0,9.5,Place,1.0,Modern Spacious Apt in Uptown Dallas /Parking/Gym,1,4.0,96.0,https://a0.muscache.com/im/pictures/b44248d2-c241-4868-a3b9-bd370c79c418.jpg?aki_policy=x_large,4.0,-96.80054,32.79965,214.0,Entire home/apt,https://www.airbnb.com/rooms/42957561,1.0,Dallas,,
3676585.0,9.7,Apartment,1.0,Charming ''M Streets'' Guest Cottage,1,4.0,109.0,https://a0.muscache.com/im/pictures/47849244/db24ff30_original.jpg?aki_policy=x_large,245.0,-96.76769,32.82883,311.0,Entire home/apt,https://www.airbnb.com/rooms/3676585,1.0,Dallas,,
40488549.0,10.0,Apartment,1.0,Regal Stays | Corporate Unit | Premium Amenities | Best Location |,1,4.0,129.0,https://a0.muscache.com/im/pictures/d24c2805-46ca-44fa-b31d-d42fd17ea91b.jpg?aki_policy=x_large,1.0,-96.79585,32.77707,291.0,Entire home/apt,https://www.airbnb.com/rooms/40488549,1.0,Dallas,,
21395774.0,9.5,Apartment,2.0,Jurny |Convention Center| Touchless 2bd Close to Shops,2,4.0,271.0,https://z1.muscache.cn/im/pictures/a4d49f1f-82e7-42ee-94f7-ac09d5096254.jpg?aki_policy=x_large,111.0,-96.79442,32.7785,265.0,Entire home/apt,https://www.airbnb.com/rooms/21395774,1.0,Dallas,,
33358120.0,,Apartment,1.0,⭐️ Amazing Price on a Brand NEW UPTOWN Apartment⭐️,1,3.0,128.0,https://a0.muscache.com/im/pictures/9940876c-ab41-459a-8ad4-3c426bc17b94.jpg?aki_policy=x_large,0.0,-96.79138,32.814370000000004,58.0,Entire home/apt,https://www.airbnb.com/rooms/33358120,1.0,Dallas,,
42705947.0,,Apartment,2.0,The Best Airbnb in North Dallas | Far North Dallas,3,7.0,247.0,https://a0.muscache.com/im/pictures/miso/Hosting-42705947/original/b1716720-fd32-42ea-a8a2-a44fad0c8e18.jpeg?aki_policy=x_large,0.0,-96.84,32.931,113.0,Entire home/apt,https://www.airbnb.com/rooms/42705947,1.0,Dallas,,
29233817.0,9.7,House,1.0,Private King in Dallas ~ 15 Minutes From Downtown,1,2.0,35.0,https://a0.muscache.com/im/pictures/f4352e43-b8c2-405c-ba79-da5fd4393351.jpg?aki_policy=x_large,35.0,-96.66497,32.75632,253.0,Private room,https://www.airbnb.com/rooms/29233817,1.0,Dallas,,
42648230.0,8.4,House,3.5,Stunning mid-century home w/ a charming pool patio,5,12.0,412.0,https://a0.muscache.com/im/pictures/eaec3cff-4abd-4268-8c00-fb8f34839277.jpg?aki_policy=x_large,5.0,-96.72402,32.916,197.0,Entire home/apt,https://www.airbnb.com/rooms/42648230,1.0,Dallas,,
17943593.0,9.7,Apartment,1.0,Cozy Apt in Oaklawn/Cedar Springs area,1,2.0,83.0,https://a0.muscache.com/im/pictures/b6d350d3-a54d-458e-a53b-7bb0d39a8631.jpg?aki_policy=x_large,63.0,-96.81371,32.80986,121.0,Entire home/apt,https://www.airbnb.com/rooms/17943593,1.0,Dallas,,
45175834.0,,Serviced apartment,1.0,Entire apartment for you | Studio in Dallas,0,1.0,36.0,https://a0.muscache.com/im/pictures/5bff2016-7afc-45f1-95fe-5ae6aa599114.jpg?aki_policy=x_large,0.0,-96.816,32.808,31.0,Entire home/apt,https://www.airbnb.com/rooms/45175834,1.0,Dallas,,
26384616.0,10.0,Apartment,2.0,⭐️⭐️ Uptown 2 bedroom + den Super Comfortable ⭐️⭐️,3,8.0,213.0,https://a0.muscache.com/im/pictures/261c5f52-2207-4f99-a738-a27e89f58b68.jpg?aki_policy=x_large,5.0,-96.78758,32.81425,137.0,Entire home/apt,https://www.airbnb.com/rooms/26384616,1.0,Dallas,,
1004205691.0,0.0,apartment,1.0,Regal Stays 1 Bedroom/1 Bathroom at West Village,1,2.0,106.0,https://odis.homeaway.com/odis/listing/5b5e5a2e-9607-4705-851d-f5bf98166f43.c10.jpg,0.0,-96.7973087,32.807326,56.0,Entire home/apt,https://www.airbnb.com/rooms/1004205691,1.0,Dallas,,
40023518.0,9.8,House,2.0,🔥Discounted 4 Bedroom in Dallas! Great for Work 🔥,4,10.0,188.0,https://a0.muscache.com/im/pictures/54b97a74-df86-46b5-91ed-5768c63ee627.jpg?aki_policy=x_large,17.0,-96.86517,32.90677,159.0,Entire home/apt,https://www.airbnb.com/rooms/40023518,1.0,Dallas,,
40809489.0,,Apartment,1.0,North Dallas AMAZING Price&Location | KING BED,1,4.0,114.0,https://a0.muscache.com/im/pictures/1dff7a66-15a7-4df2-91b5-af2a390151b7.jpg?aki_policy=x_large,0.0,-96.82455,32.92904,75.0,Entire home/apt,https://www.airbnb.com/rooms/40809489,1.0,Dallas,,
27929530.0,,Apartment,1.0,KING BED | FREE PARKING | FULL KITCHEN | GYM POOL,1,4.0,140.0,https://a0.muscache.com/im/pictures/miso/Hosting-27929530/original/1a829ca9-cc49-42db-a51f-bcb737a66e36.jpeg?aki_policy=x_large,0.0,-96.83087,32.81066,147.0,Entire home/apt,https://www.airbnb.com/rooms/27929530,1.0,Dallas,,
39920673.0,10.0,Apartment,1.0,Beautiful Private Efficiency Garden Apartment,1,2.0,92.0,https://a0.muscache.com/im/pictures/fc9d74b3-2546-4948-babe-d35b93aaa0d9.jpg?aki_policy=x_large,10.0,-96.80642,32.82051,24.0,Entire home/apt,https://www.airbnb.com/rooms/39920673,1.0,Dallas,,
28465345.0,9.9,Townhouse,1.0,2 Twin Beds and a Killer Rooftop View!,1,2.0,46.0,https://a0.muscache.com/im/pictures/b80ac2d7-da94-4897-bd6d-92cc8bc843f2.jpg?aki_policy=x_large,125.0,-96.76497,32.80898,315.0,Private room,https://www.airbnb.com/rooms/28465345,1.0,Dallas,,
43731148.0,,Apartment,1.0,Cozy Home,1,3.0,26.0,https://a0.muscache.com/im/pictures/d2306d3b-da48-49fe-8a65-1cebdc20ac50.jpg?aki_policy=x_large,0.0,-96.77198,32.98727,47.0,Entire home/apt,https://www.airbnb.com/rooms/43731148,1.0,Dallas,,
45875795.0,,Serviced apartment,1.5,A place to call home | 1BR in Dallas,1,3.0,71.0,https://a0.muscache.com/im/pictures/a2d6b8ab-094d-42e3-9077-efd2d7779cf5.jpg?aki_policy=x_large,0.0,-96.79,32.789,31.0,Entire home/apt,https://www.airbnb.com/rooms/45875795,1.0,Dallas,,
2298612.0,9.8,Condominium,1.0,Uptown - Walk to Everything,1,3.0,94.0,https://a0.muscache.com/im/pictures/30801678/60d61302_original.jpg?aki_policy=x_large,204.0,-96.80247,32.804320000000004,287.0,Entire home/apt,https://www.airbnb.com/rooms/2298612,1.0,Dallas,,
38551418.0,9.3,Condominium,1.0,⚡️King Bed suite⚡️High Speed internet★Special Now!,1,4.0,83.0,https://a0.muscache.com/im/pictures/594118c1-690f-4427-bb5a-c9b37cdeeab0.jpg?aki_policy=x_large,31.0,-96.7283,32.90998,340.0,Entire home/apt,https://www.airbnb.com/rooms/38551418,1.0,Dallas,,
4110844.0,9.1,House,1.5,"Bedroom w/Balcony--Walk in closet,",1,2.0,81.0,https://a0.muscache.com/im/pictures/53764589/c2bd977e_original.jpg?aki_policy=x_large,9.0,-96.83575,32.99222,31.0,Private room,https://www.airbnb.com/rooms/4110844,1.0,Dallas,,
34719711.0,9.3,Apartment,1.0,1 BDR Corporate Apt West Village DAL/Parking,1,4.0,105.0,https://a0.muscache.com/im/pictures/51c207aa-ff9b-49b8-abc5-fbb90b791941.jpg?aki_policy=x_large,14.0,-96.79563,32.81041,32.0,Entire home/apt,https://www.airbnb.com/rooms/34719711,1.0,Dallas,,
45875777.0,,Serviced apartment,1.0,A place to call home | 1BR in Dallas,1,3.0,63.0,https://a0.muscache.com/im/pictures/42415e2a-d2af-44d4-a318-86be0d48b009.jpg?aki_policy=x_large,0.0,-96.79,32.789,31.0,Entire home/apt,https://www.airbnb.com/rooms/45875777,1.0,Dallas,,
37947393.0,9.3,House,2.5,Large Group Trinity Groves Hotel with 2 Beds/ Room,5,16.0,324.0,https://a0.muscache.com/im/pictures/44cc82a4-39d6-44fa-ad73-dc724fde3fb4.jpg?aki_policy=x_large,37.0,-96.84861,32.78448,296.0,Entire home/apt,https://www.airbnb.com/rooms/37947393,1.0,Dallas,,
13262768.0,9.9,Townhouse,1.0,Chic ensuite room with kitchenette/livingroom.,1,4.0,57.0,https://a0.muscache.com/im/pictures/395dc0bf-2de5-4ae5-94fb-9a77ae848db4.jpg?aki_policy=x_large,182.0,-96.78613,32.80228,175.0,Private room,https://www.airbnb.com/rooms/13262768,1.0,Dallas,,
36294180.0,,Apartment,1.0,Keeping my Apartment clean,1,2.0,70.0,https://a0.muscache.com/im/pictures/804191ac-0994-4f50-857b-012d068c747b.jpg?aki_policy=x_large,0.0,-96.71232,32.90241,31.0,Shared room,https://www.airbnb.com/rooms/36294180,1.0,Dallas,,
45411685.0,10.0,Apartment,1.0,Discrete & Modern Gem Sleeps 4 (Near Downtown) 💚,1,4.0,104.0,https://a0.muscache.com/im/pictures/miso/Hosting-45411685/original/d29f3b2e-685d-4649-aed2-2c37a81a9c92.jpeg?aki_policy=x_large,1.0,-96.77727,32.80206,31.0,Entire home/apt,https://www.airbnb.com/rooms/45411685,1.0,Dallas,,
